Age,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Gender_Male,Department_Finance,Department_HR,Department_IT,Department_Marketing,Department_Operations,Department_Sales,JobRole_Business Development Executive,JobRole_Data Analyst,JobRole_Data Scientist,JobRole_Digital Marketing Manager,JobRole_Finance Manager,JobRole_Financial Analyst,JobRole_HR Executive,JobRole_Marketing Executive,JobRole_Operations Executive,JobRole_Operations Manager,JobRole_Recruiter,JobRole_SEO Specialist,JobRole_Sales Executive,JobRole_Sales Manager,JobRole_Software Engineer,JobRole_Support Executive,JobRole_System Administrator
53,1,7.0,0.0,0.0,1.5,4,4.0,0,38,3.0,58754.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,3,17.0,6.0,4.0,2.0,2,3.0,0,28,5.0,147942.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,4,19.0,14.0,2.0,2.0,2,4.0,0,15,6.0,189498.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,3,15.0,0.0,0.0,3.0,3,3.0,0,23,9.0,135107.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2,17.0,10.0,2.0,3.0,3,3.0,0,24,5.0,76615.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,1.0,0.0,0.0,3.0,1,4.0,1,13,0.0,43113.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,3,11.0,4.0,2.0,1.5,4,5.0,0,21,8.0,112689.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,2,12.0,6.0,4.0,3.0,2,3.0,0,12,5.0,76615.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,2,12.0,2.0,0.0,3.0,4,3.0,0,13,5.0,76615.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,2,1.0,0.0,0.0,5.0,3,3.0,0,39,8.0,41182.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,34.5,17.5,3.0,4.0,4,5.0,0,23,2.0,227479.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,4,13.0,2.0,0.0,3.0,2,5.0,1,28,9.0,148798.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1,29.0,14.0,3.0,4.0,2,2.0,1,14,3.0,152472.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,5,15.0,4.0,1.0,5.0,3,2.0,1,17,6.0,161214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,2,14.0,6.0,6.0,3.0,2,3.0,0,24,5.0,76615.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,3,0.0,0.0,0.0,3.0,3,2.0,0,34,1.0,33319.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,3,11.0,11.0,3.0,2.0,3,3.0,0,22,1.0,103445.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0.0,0.0,0.0,3.0,2,2.0,0,10,9.0,35317.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,4,8.0,3.0,1.0,3.0,2,4.0,0,8,6.0,108241.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,2,7.0,4.0,4.0,4.0,4,5.0,0,21,8.0,81044.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4,22.0,2.0,2.0,3.0,2,5.0,0,37,10.0,207811.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,31.0,8.0,0.0,1.5,1,3.0,1,7,8.0,163578.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1.0,1.0,0.0,4.0,3,3.0,0,26,6.0,41164.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,12.0,8.0,4.0,5.0,4,5.0,0,13,10.0,124178.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,3,27.0,6.0,5.0,3.0,3,2.0,1,16,7.0,204479.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,2,17.0,1.0,1.0,4.0,2,4.0,1,30,9.0,132250.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,4,14.0,6.0,0.0,3.0,3,3.0,0,31,2.0,146150.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,3.0,2.0,1.0,5.0,4,3.0,1,5,0.0,43953.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,16.0,15.0,7.5,5.0,4,3.0,0,32,6.0,99718.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,3,4.0,0.0,0.0,3.0,3,2.0,1,16,7.0,57435.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,5.0,4.0,0.0,4.0,3,4.0,0,9,1.0,67755.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,4,15.0,11.0,2.0,5.0,3,3.0,0,22,8.0,152244.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,2,8.0,2.0,1.0,3.0,1,3.0,0,40,3.0,71311.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,2,0.0,0.0,0.0,3.0,3,2.0,0,37,9.0,32848.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,4,1.0,1.0,0.0,4.0,3,5.0,0,14,10.0,59272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,2,7.0,3.0,2.0,2.0,4,3.0,0,16,8.0,66629.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,1.0,0.0,0.0,3.0,2,3.0,0,20,2.0,39244.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,2,0.0,0.0,0.0,3.0,1,3.0,0,15,5.0,76615.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,2,17.0,5.0,2.0,4.0,3,3.0,1,26,10.0,121268.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,3,6.0,3.0,1.0,3.0,3,2.0,0,9,1.0,73559.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,3.0,0.0,0.0,2.0,4,4.0,0,1,2.0,52006.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,4,25.0,17.0,7.5,3.0,2,2.0,1,35,0.0,220244.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0.0,0.0,0.0,3.0,2,2.0,1,20,4.0,41743.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,4.0,2.0,0.0,2.0,3,4.0,1,6,3.0,65431.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,15.0,8.0,2.0,4.0,3,3.0,0,10,0.0,92406.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,2.0,0.0,0.0,3.0,4,3.0,0,33,9.0,56151.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,3,17.0,7.0,5.0,3.0,3,3.0,1,16,8.0,149558.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,3,20.0,12.0,1.0,3.0,4,3.0,0,36,5.0,162991.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,2,13.0,10.0,6.0,5.0,3,4.0,0,6,5.0,104623.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,4,0.0,0.0,0.0,3.0,4,4.0,1,19,10.0,47057.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0.0,0.0,0.0,1.5,3,4.0,0,31,1.0,42194.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,1,24.0,11.0,3.0,1.5,4,4.0,0,2,6.0,136665.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,2,20.0,13.0,7.5,3.0,2,3.0,0,18,5.0,76615.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,4,0.0,0.0,0.0,4.0,3,3.0,1,28,5.0,47548.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,1,2.0,0.0,0.0,3.0,2,3.0,1,4,10.0,37389.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,5,16.0,3.0,1.0,3.0,3,3.0,1,1,7.0,181082.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,1.0,0.0,0.0,1.5,3,5.0,0,16,4.0,52789.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,3,4.0,0.0,0.0,3.0,2,4.0,0,2,1.0,69998.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,2,19.0,9.0,7.5,3.0,4,2.0,0,36,3.0,129808.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,2,18.0,3.0,0.0,2.0,2,1.5,1,1,0.0,118561.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,4,12.0,3.0,2.0,2.0,4,1.5,1,39,0.0,116259.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,2,17.0,8.0,7.0,2.0,4,3.0,0,23,5.0,123290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,6.0,4.0,2.0,2.0,1,2.0,0,26,1.0,72090.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2,0.0,0.0,0.0,3.0,3,3.0,0,11,5.0,76615.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,6.0,3.0,2.0,2.0,2,5.0,0,1,0.0,63065.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,1,7.0,2.0,0.0,3.0,1,4.0,1,11,10.0,60054.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,2,1.0,1.0,1.0,2.0,3,3.0,1,24,9.0,42216.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,5,8.0,1.0,1.0,5.0,4,3.0,1,10,2.0,110789.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,0.0,0.0,0.0,5.0,1,3.0,1,14,8.0,35558.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,21.0,11.0,6.0,2.0,3,4.0,1,14,1.0,145414.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,16.0,15.0,7.5,3.0,3,4.0,1,7,7.0,123129.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,2,18.0,4.0,0.0,2.0,4,5.0,1,23,5.0,135513.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,2,5.0,3.0,2.0,3.0,1,3.0,1,22,5.0,55892.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,4,2.0,0.0,0.0,1.5,3,4.0,0,36,6.0,64985.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,2,7.0,3.0,2.0,4.0,3,2.0,1,27,4.0,65722.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2,0.0,0.0,0.0,3.0,3,3.0,0,2,10.0,37292.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,1,0.0,0.0,0.0,5.0,4,3.0,0,39,3.0,22454.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,5,19.0,10.0,6.0,2.0,4,3.0,0,19,5.0,198417.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,24.0,8.0,7.0,5.0,1,4.0,0,7,7.0,167323.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,3.0,1.0,1.0,4.0,3,3.0,1,12,3.0,43705.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,3,9.0,1.0,0.0,2.0,3,2.0,0,3,4.0,91541.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,3,0.0,0.0,0.0,3.0,3,1.5,0,5,6.0,28773.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,2,9.0,8.0,5.0,2.0,3,1.5,0,8,5.0,74859.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,2,23.0,2.0,1.0,3.0,3,1.5,1,14,3.0,144889.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,3,0.0,0.0,0.0,3.0,3,2.0,1,36,3.0,29584.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,2,10.0,3.0,1.0,4.0,4,3.0,1,7,9.0,82360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,4,26.0,16.0,3.0,3.0,1,3.0,0,7,3.0,227479.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,3,1.0,1.0,0.0,5.0,4,5.0,0,32,0.0,49282.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,9.0,0.0,0.0,2.0,3,3.0,1,8,4.0,81983.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,16.0,16.0,7.5,5.0,3,2.0,0,12,7.0,112069.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,2,6.0,0.0,0.0,2.0,4,3.0,0,10,6.0,62444.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3,15.0,10.0,6.0,4.0,3,5.0,0,14,4.0,142538.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,2,2.0,0.0,0.0,3.0,3,4.0,0,9,2.0,46145.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,25.0,4.0,1.0,2.0,3,3.0,0,38,10.0,168102.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,7.0,0.0,0.0,5.0,3,3.0,1,30,0.0,84975.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,5,11.0,2.0,2.0,3.0,4,4.0,0,5,6.0,145730.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2,2.0,2.0,2.0,4.0,4,4.0,1,1,10.0,47702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,4,16.0,8.0,7.5,4.0,2,4.0,0,1,2.0,164232.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,2,0.0,0.0,0.0,3.0,2,5.0,0,20,3.0,36425.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1,1.0,1.0,1.0,3.0,3,5.0,0,11,4.0,35610.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,2,10.0,1.0,0.0,4.0,1,3.0,0,26,7.0,85170.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,2,3.0,3.0,0.0,1.5,3,3.0,1,3,6.0,43629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,15.0,0.0,0.0,4.0,2,4.0,1,6,8.0,120958.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,1,16.0,1.0,1.0,5.0,3,4.0,0,11,10.0,105806.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,31.0,13.0,7.5,1.5,1,1.5,1,8,2.0,227479.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,4,5.0,5.0,4.0,2.0,3,5.0,0,29,10.0,85921.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,3,23.0,0.0,0.0,4.0,3,2.0,1,10,9.0,176509.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,2,26.0,17.5,7.5,3.0,3,3.0,1,34,0.0,171619.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,1,19.0,15.0,7.5,3.0,4,5.0,1,24,0.0,121239.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,1.0,0.0,0.0,2.0,4,3.0,0,17,9.0,34715.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,3,8.0,7.0,3.0,3.0,3,3.0,0,32,0.0,87259.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,2,3.0,2.0,1.0,3.0,1,2.0,1,11,5.0,76615.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,2,2.0,2.0,0.0,3.0,4,3.0,1,34,1.0,40170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,1,19.0,14.0,3.0,4.0,4,2.0,0,24,6.0,114230.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,2,5.0,2.0,1.0,3.0,4,3.0,1,5,8.0,61055.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,2,6.0,1.0,1.0,3.0,2,3.0,0,29,7.0,64567.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,2,0.0,0.0,0.0,5.0,4,5.0,0,34,3.0,43362.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,3,22.0,1.0,1.0,4.0,2,5.0,0,16,1.0,181042.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,3,0.0,0.0,0.0,5.0,3,2.0,0,25,2.0,29312.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0.0,0.0,0.0,3.0,4,4.0,0,37,9.0,34485.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,2,0.0,0.0,0.0,3.0,2,2.0,0,8,5.0,76615.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,2,5.0,2.0,2.0,3.0,4,1.5,0,29,5.0,76615.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,12.0,9.0,7.5,2.0,3,2.0,0,25,7.0,94753.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1.0,0.0,0.0,2.0,4,5.0,1,23,2.0,38087.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0.0,0.0,0.0,3.0,2,5.0,0,34,8.0,44151.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,14.0,6.0,0.0,5.0,4,2.0,1,3,9.0,90827.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,2,14.0,0.0,0.0,3.0,1,2.0,0,30,5.0,76615.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,4,12.0,7.0,7.0,4.0,3,3.0,0,34,9.0,132313.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,2,13.0,11.0,7.5,4.0,3,3.0,1,32,7.0,104461.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,2,21.0,3.0,2.0,4.0,3,3.0,1,29,0.0,142097.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,6.0,5.0,4.0,3.0,2,3.0,0,9,5.0,76615.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,2,30.0,17.5,7.5,3.0,3,4.0,0,2,5.0,76615.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,4,23.0,17.5,2.0,3.0,2,3.0,0,39,5.0,204040.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,26.0,9.0,1.0,1.5,3,5.0,0,7,1.0,227479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,1,30.0,17.5,7.5,5.0,2,4.0,1,5,6.0,161826.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,3,9.0,0.0,0.0,2.0,4,3.0,0,8,4.0,97615.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,2,1.0,1.0,0.0,1.5,1,4.0,0,32,9.0,39958.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,2,0.0,0.0,0.0,3.0,2,4.0,0,18,5.0,76615.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,2,16.0,0.0,0.0,3.0,2,3.0,1,38,10.0,118247.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,5,13.0,0.0,0.0,4.0,3,3.0,0,18,5.0,153039.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,7.0,1.0,1.0,3.0,2,5.0,1,16,10.0,85437.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,2,3.0,0.0,0.0,3.0,3,2.0,1,21,5.0,43734.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,2,9.0,6.0,5.0,3.0,4,1.5,0,10,9.0,70767.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5,7.0,6.0,0.0,3.0,3,3.0,1,4,7.0,106879.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,12.0,3.0,0.0,3.0,3,4.0,1,8,9.0,134249.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0.0,0.0,0.0,4.0,1,4.0,0,19,3.0,33334.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,26.0,14.0,7.5,3.0,3,5.0,0,40,9.0,212167.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,2,19.0,12.0,6.0,5.0,2,3.0,0,40,7.0,135942.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,1,1.0,1.0,0.0,1.5,4,2.0,0,9,8.0,30966.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,2,13.0,1.0,1.0,3.0,2,3.0,0,30,5.0,76615.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1.0,1.0,0.0,4.0,3,4.0,1,17,0.0,41915.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,4.0,2.0,1.0,5.0,3,2.0,0,40,2.0,70251.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,2,8.0,7.0,2.0,1.5,4,2.0,0,15,0.0,69019.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
