EmployeeID,Age,Gender,Department,JobRole,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Comments,Temp_Code,Extra_Salary_Text
EMP1451,46,Male,Finance,Finance Manager,,13,1,1,,2,3,No,30,,,No,Check Later,,Not Available
EMP1452,28,Female,Finance,Accountant,Bachelor's,1,1,0,4,3,4,Yes,17,0,41915,Yes,Pending,999X,45000
EMP1453,49,Female,Marketing,Marketing Executive,MBA,4,2,1,5,3,2,No,40,2,70251,No,Good,B202,Not Available
EMP1454,46,Female,Sales,Sales Manager,Bachelor's,8,7,2,1,4,2,No,15,0,69019,Yes,,??,
EMP1455,30,Female,IT,Data Scientist,MBA,2,0,0,4,2,1,No,4,6,49174,No,,A101,Not Available
EMP1456,46,M,Customer Support,Support Executive,Diploma,7,7,3,5,3,3,Yes,6,0,60592,Yes,Good,,Thirty Thousand
EMP1457,54,Female,IT,Data Analyst,Bachelor's,19,10,6,2,2,5,Yes,16,10,140049,Yes,,B202,45000
EMP1458,27,F,Finance,Financial Analyst,Bachelor's,5,2,0,5,3,4,No,26,3,59192,No,Check Later,A101,Thirty Thousand
EMP1459,24,female,Customer Support,Support Executive,Bachelor's,1,1,1,1,4,5,No,37,0,42355,No,Good,999X,45000
EMP1460,31,Male,Marketing,Marketing Executive,Diploma,5,1,0,4,3,2,No,23,1,44006,No,,999X,Thirty Thousand
EMP25004,Unknown,Unknown,Unknown,Unknown,Bachelor's,18,8,4,5,3,5,No,13,10,132133,No,Good,999X,Not Available
EMP1462,56,Male,IT,System Administrator,Master's,29,26,19,4,4,4,Yes,17,0,222262,Yes,,A101,45000
EMP1463,45,female,IT,System Administrator,Bachelor's,20,8,2,3,3,3,No,27,4,137195,No,Pending,999X,Thirty Thousand
EMP1464,41,Female,Sales,Sales Manager,Bachelor's,2,0,0,1,3,5,No,22,6,45653,Yes,Good,999X,Thirty Thousand
EMP1465,56,M,HR,HR Executive,Bachelor's,10,0,0,5,3,3,No,37,2,85057,No,Check Later,999X,
EMP1466,30,M,Customer Support,Support Executive,MBA,0,0,0,3,3,5,Yes,19,7,55302,No,Good,,
EMP1467,57,female,Finance,Finance Manager,MBA,35,30,9,1,2,5,No,39,4,309415,Yes,,B202,
EMP1468,29,female,Finance,Financial Analyst,Bachelor's,5,3,0,4,4,4,No,35,4,61237,No,N/A,B202,Thirty Thousand
EMP1469,44,Male,HR,HR Executive,Bachelor's,22,9,2,3,3,3,Yes,13,4,149531,Yes,Check Later,,45000
EMP1470,55,Male,IT,System Administrator,Diploma,18,4,2,2,1,2,No,14,7,101027,No,,??,
EMP1471,55,Female,Sales,Sales Executive,PhD,11,1,0,2,4,3,Yes,31,1,134866,Yes,,??,Not Available
EMP1472,56,Male,Sales,Sales Executive,Diploma,14,14,6,1,3,3,No,2,1,85469,Yes,Pending,B202,Thirty Thousand
EMP1473,38,Female,Finance,Finance Manager,Bachelor's,10,5,4,4,2,4,No,39,7,92660,No,Pending,999X,Thirty Thousand
EMP1474,59,Male,Sales,Sales Manager,Bachelor's,36,5,3,4,3,4,Yes,37,8,233305,No,,999X,45000
EMP1475,52,F,Operations,Operations Manager,Bachelor's,4,3,0,3,4,5,Yes,14,10,62183,No,,A101,
EMP1476,44,Female,HR,HR Executive,Bachelor's,14,4,2,5,4,1,No,9,9,96893,No,Check Later,??,Thirty Thousand
EMP1477,43,female,IT,System Administrator,Master's,17,13,12,5,4,4,No,10,9,148889,No,Good,,
EMP1478,52,Male,Operations,Operations Executive,Diploma,10,6,0,4,4,5,No,7,1,75912,No,,B202,Not Available
EMP1479,57,M,HR,HR Executive,Master's,25,9,6,1,1,4,Yes,28,3,199989,Yes,Good,B202,
EMP1480,32,M,Marketing,Marketing Executive,Diploma,1,1,0,4,3,2,No,25,7,23680,Yes,N/A,,
EMP1481,33,Female,Customer Support,Support Executive,Diploma,3,3,3,3,4,2,Yes,28,1,41912,No,,A101,45000
EMP1482,43,Female,Finance,Finance Manager,MBA,14,14,14,4,3,1,No,2,3,133542,No,N/A,B202,
EMP1483,45,male,Sales,Sales Manager,Bachelor's,19,6,2,4,3,4,No,17,9,137223,No,,??,Thirty Thousand
EMP1484,55,Male,Marketing,SEO Specialist,MBA,3,1,1,3,3,4,No,4,0,69329,No,Pending,999X,45000
EMP1485,50,Female,Sales,Sales Manager,Bachelor's,21,8,5,5,3,5,No,13,1,153259,No,N/A,A101,Thirty Thousand
EMP1486,37,Female,Operations,Operations Executive,,1,1,0,,4,3,Yes,18,,,No,Pending,??,Thirty Thousand
EMP1487,40,Male,IT,System Administrator,PhD,5,1,0,4,3,3,Yes,3,0,93855,No,,A101,Thirty Thousand
EMP1488,45,Female,IT,Software Engineer,Bachelor's,22,15,14,1,3,4,No,37,0,154484,Yes,,999X,Thirty Thousand
EMP1489,42,Male,IT,Data Analyst,MBA,18,6,0,5,4,4,No,33,1,180454,Yes,,999X,Thirty Thousand
EMP1490,33,Male,Sales,Sales Manager,,10,4,0,,3,5,No,24,,,No,Check Later,??,45000
EMP1491,39,Male,Marketing,Digital Marketing Manager,MBA,1,0,0,1,2,4,No,8,6,56173,No,Check Later,B202,Thirty Thousand
EMP1492,56,F,IT,Software Engineer,Diploma,7,2,0,3,3,3,No,35,3,59917,No,,A101,Thirty Thousand
EMP1493,32,Female,Marketing,SEO Specialist,,10,1,1,,4,4,No,2,,,No,,,
EMP1494,39,F,Sales,Business Development Executive,Master's,4,2,0,2,4,5,No,33,3,67813,No,N/A,999X,Thirty Thousand
EMP1495,32,Female,Operations,Operations Executive,MBA,1,0,0,4,4,3,Yes,12,3,51904,No,Pending,B202,Thirty Thousand
EMP1496,29,Male,Marketing,Marketing Executive,MBA,6,4,4,3,3,3,Yes,22,8,82417,No,Good,??,Thirty Thousand
EMP1497,27,Female,Operations,Operations Manager,MBA,5,3,1,1,2,2,No,13,5,73054,No,Pending,999X,Thirty Thousand
EMP1498,48,Female,Sales,Sales Manager,MBA,17,4,4,3,4,1,No,10,2,157842,No,Check Later,999X,Not Available
EMP1499,34,Male,Sales,Sales Executive,Bachelor's,5,3,2,5,4,4,No,17,5,66949,No,Pending,??,
EMP1500,51,Female,Finance,Accountant,Bachelor's,9,3,0,4,2,2,Yes,5,6,78498,No,Good,B202,Not Available
EMP1501,39,Male,Sales,Sales Manager,Bachelor's,2,2,1,4,2,3,No,9,6,47012,No,,999X,Not Available
EMP1502,36,Female,Sales,Sales Executive,Bachelor's,8,8,0,4,4,3,Yes,13,7,74184,No,Check Later,999X,Thirty Thousand
EMP1503,25,Female,HR,Recruiter,Bachelor's,2,2,2,3,4,3,No,23,3,38381,No,Check Later,??,
EMP1504,55,Male,IT,Data Analyst,Bachelor's,10,9,5,1,4,3,Yes,30,0,88229,Yes,N/A,A101,Thirty Thousand
EMP1505,32,Male,Finance,Accountant,Bachelor's,2,0,0,3,4,4,Yes,4,5,44467,Yes,Pending,??,Not Available
EMP1506,45,female,Customer Support,Support Executive,Master's,20,12,3,5,3,2,Yes,21,7,164591,No,,999X,45000
EMP1507,41,Female,Finance,Financial Analyst,Bachelor's,6,4,2,5,3,2,Yes,9,4,62373,No,N/A,,
EMP1508,56,Male,Finance,Finance Manager,Bachelor's,13,7,0,3,3,3,No,7,2,103021,No,N/A,??,45000
EMP1509,43,F,Customer Support,Support Executive,Bachelor's,10,5,3,1,1,3,Yes,16,3,91091,Yes,N/A,B202,Not Available
EMP1510,36,Male,HR,Recruiter,Master's,6,2,2,2,3,3,Yes,23,7,79776,Yes,Check Later,??,45000
EMP1511,59,Female,Operations,Operations Manager,Master's,24,0,0,3,3,2,No,23,5,182164,No,,A101,Not Available
EMP1512,59,F,Sales,Business Development Executive,Master's,20,15,0,4,3,5,No,31,4,172716,No,Check Later,A101,
EMP1513,34,Male,IT,Data Scientist,Bachelor's,9,5,1,1,3,4,Yes,5,8,82905,No,,999X,Not Available
EMP1514,51,Male,Marketing,Marketing Executive,Bachelor's,10,0,0,5,3,2,Yes,6,9,80015,No,Check Later,,45000
EMP1515,25,Male,Customer Support,Support Executive,Diploma,2,0,0,3,2,2,No,1,2,28125,No,Good,,45000
EMP1516,55,Male,Operations,Operations Executive,Bachelor's,18,17,14,5,2,5,No,28,6,134420,Yes,Check Later,??,Not Available
EMP1517,43,Male,Customer Support,Support Executive,Bachelor's,15,10,7,4,2,4,No,18,8,116215,No,Good,A101,45000
EMP1518,49,Female,Sales,Sales Manager,Diploma,21,17,0,4,2,3,No,24,10,117951,No,Pending,,Thirty Thousand
EMP1519,31,Male,HR,HR Executive,Bachelor's,4,1,1,4,4,4,Yes,13,10,61800,Yes,,??,45000
EMP1520,38,Female,Customer Support,Support Executive,PhD,11,9,3,4,2,4,Yes,33,3,147505,Yes,Pending,B202,Thirty Thousand
EMP1521,32,F,Sales,Business Development Executive,PhD,1,1,0,4,2,4,No,10,9,62647,No,Good,,Thirty Thousand
EMP1522,29,female,Sales,Sales Executive,Bachelor's,6,5,4,4,3,3,No,7,9,66503,No,N/A,999X,45000
EMP1523,30,Female,HR,HR Executive,Diploma,4,1,1,4,3,3,Yes,37,2,47369,No,,999X,
EMP1524,37,Male,Finance,Finance Manager,Bachelor's,3,2,2,5,2,1,No,32,0,39530,No,N/A,B202,
EMP1525,58,Female,Finance,Accountant,Bachelor's,27,24,5,4,4,5,Yes,22,8,181096,No,N/A,,45000
EMP1526,27,Female,IT,Data Scientist,MBA,5,4,0,4,4,4,Yes,16,0,81270,Yes,Check Later,??,45000
EMP1527,33,Female,IT,System Administrator,Diploma,7,0,0,5,2,3,Yes,24,1,63207,Yes,Good,??,Thirty Thousand
EMP1528,60,Male,Finance,Financial Analyst,Master's,8,6,6,2,2,5,Yes,14,8,100826,Yes,Check Later,999X,
EMP1529,29,M,Operations,Operations Executive,Diploma,0,0,0,1,4,5,No,11,4,37727,Yes,Check Later,999X,Thirty Thousand
EMP1530,47,Female,Marketing,SEO Specialist,PhD,18,8,2,3,4,5,No,19,3,209205,No,,A101,
EMP1531,22,Male,Sales,Sales Manager,Bachelor's,0,0,0,3,3,5,Yes,23,8,43101,No,Good,B202,
EMP1532,25,Female,Marketing,Marketing Executive,Master's,2,0,0,5,1,5,No,34,8,63002,No,Good,B202,Not Available
EMP1533,49,Female,Sales,Business Development Executive,Bachelor's,4,1,0,3,3,3,No,40,1,58210,No,N/A,,45000
EMP1534,57,female,Finance,Accountant,Master's,20,2,0,4,3,4,No,13,2,166411,No,,999X,
EMP1535,58,male,IT,Data Analyst,Bachelor's,17,2,0,3,2,4,No,39,2,126518,Yes,Good,B202,Not Available
EMP1536,39,male,Operations,Operations Manager,Diploma,0,0,0,1,3,3,Yes,28,4,28717,Yes,Pending,999X,Not Available
EMP1537,28,Male,IT,System Administrator,MBA,2,0,0,4,3,2,No,40,2,52720,No,Good,999X,
EMP1538,21,Female,Marketing,Marketing Executive,MBA,0,0,0,5,3,5,No,16,9,49844,No,,B202,
EMP1539,42,Female,IT,Data Analyst,MBA,16,1,0,2,4,3,No,28,5,154516,No,Good,??,Thirty Thousand
EMP1540,37,Male,Finance,Financial Analyst,Master's,15,15,5,4,4,5,No,4,1,136856,No,,,
EMP1541,27,Male,Operations,Operations Manager,MBA,0,0,0,4,3,1,Yes,28,5,29588,No,Good,??,
EMP1542,45,male,Marketing,Digital Marketing Manager,Diploma,10,8,7,2,4,1,No,12,5,66587,Yes,N/A,A101,Thirty Thousand
EMP1543,24,Male,Operations,Operations Manager,,2,2,2,,2,3,Yes,16,,,Yes,N/A,999X,45000
EMP1544,56,Female,Sales,Sales Manager,Bachelor's,33,14,9,5,4,3,Yes,36,5,213472,Yes,,??,
EMP1545,26,Male,IT,Data Analyst,Master's,2,1,1,3,2,4,Yes,20,5,55688,No,Good,??,Thirty Thousand
EMP1546,51,Male,Operations,Operations Manager,Bachelor's,11,4,0,2,1,3,No,26,5,89145,Yes,Pending,999X,45000
EMP1547,39,Male,HR,HR Executive,Diploma,3,0,0,2,3,2,Yes,26,4,41776,Yes,,,Not Available
EMP1548,59,F,IT,Software Engineer,Master's,11,3,0,4,3,2,No,22,6,100905,No,,B202,Not Available
EMP1549,47,female,Sales,Sales Manager,MBA,12,2,0,4,4,3,No,9,4,129035,No,,??,
EMP1550,30,F,Operations,Operations Manager,Bachelor's,1,0,0,4,3,2,No,5,10,35828,No,,A101,Thirty Thousand
EMP1551,46,Female,Marketing,Marketing Executive,Diploma,1,1,0,1,2,4,Yes,17,0,29576,Yes,Pending,999X,45000
EMP1552,39,Male,Sales,Business Development Executive,Bachelor's,14,14,0,5,3,3,No,34,8,108752,No,,??,
EMP1553,59,Female,HR,Recruiter,Bachelor's,22,20,11,3,3,2,No,2,2,145162,No,N/A,B202,Not Available
EMP1554,23,Female,Operations,Operations Manager,,0,0,0,,3,3,No,7,,,Yes,Check Later,999X,Thirty Thousand
EMP1555,33,female,Customer Support,Support Executive,Master's,0,0,0,3,3,2,No,36,9,35687,Yes,,??,45000
EMP1556,48,Male,Customer Support,Support Executive,Master's,6,5,4,3,4,2,No,13,5,72370,No,,??,45000
EMP1557,40,Female,Finance,Finance Manager,Master's,13,1,1,5,4,3,No,20,7,122651,No,Check Later,??,Not Available
EMP1558,48,Male,IT,System Administrator,Bachelor's,11,2,1,5,4,5,No,30,1,100609,No,,B202,45000
EMP1559,28,Male,Marketing,Digital Marketing Manager,MBA,5,2,1,3,2,5,Yes,30,3,91856,Yes,Check Later,A101,Not Available
EMP1560,59,male,Finance,Finance Manager,,16,14,6,,3,4,No,11,,,Yes,,,45000
EMP1561,21,Female,Operations,Operations Executive,Bachelor's,0,0,0,4,3,3,No,31,8,30137,No,Good,A101,Not Available
EMP1562,23,Female,Customer Support,Support Executive,MBA,1,1,0,5,3,3,No,3,9,54944,No,Pending,B202,Thirty Thousand
EMP1563,33,Female,Customer Support,Support Executive,Bachelor's,5,3,0,2,3,3,No,2,1,59804,Yes,N/A,999X,Not Available
EMP1564,48,Female,Customer Support,Support Executive,Diploma,18,8,1,4,4,4,Yes,3,9,115138,No,Check Later,A101,
EMP1565,45,female,Operations,Operations Executive,MBA,23,4,3,3,3,5,No,15,1,218049,No,N/A,999X,Thirty Thousand
EMP1566,53,M,Customer Support,Support Executive,Bachelor's,5,3,2,5,4,2,No,17,4,54668,No,N/A,999X,45000
EMP1567,58,F,Sales,Business Development Executive,Master's,26,1,0,1,4,1,No,7,4,191337,No,N/A,999X,Not Available
EMP1568,26,female,Operations,Operations Executive,Diploma,1,1,1,4,4,4,Yes,5,6,37324,No,,B202,Not Available
EMP1569,52,Male,Marketing,Digital Marketing Manager,Master's,23,17,14,3,4,4,No,34,0,188036,No,,A101,Not Available
EMP1570,41,Female,Finance,Finance Manager,Bachelor's,4,3,2,3,3,4,No,33,1,60399,Yes,Check Later,,Not Available
EMP1571,36,Female,Marketing,Digital Marketing Manager,Diploma,7,4,2,4,2,4,Yes,16,10,59986,No,Pending,B202,Not Available
EMP1572,41,Male,HR,Recruiter,Master's,5,2,1,5,3,5,Yes,37,10,73702,Yes,N/A,,Not Available
EMP1573,31,female,Customer Support,Support Executive,Bachelor's,1,0,0,4,1,3,No,3,5,41811,No,Good,A101,Thirty Thousand
EMP1574,57,Male,HR,Recruiter,Bachelor's,14,10,1,5,3,5,Yes,21,1,118814,No,Good,A101,
EMP1575,56,M,IT,Data Scientist,Diploma,10,4,3,3,3,5,No,8,3,81763,Yes,Pending,999X,45000
EMP1576,55,Female,IT,Data Scientist,Diploma,21,5,5,3,3,4,Yes,22,9,127406,No,Check Later,,Thirty Thousand
EMP1577,39,Female,HR,Recruiter,Bachelor's,0,0,0,3,4,3,No,5,5,32759,No,,,45000
EMP1578,40,Female,Operations,Operations Manager,Diploma,17,13,10,1,4,2,No,17,6,100030,No,Check Later,999X,45000
EMP1579,38,M,Marketing,Marketing Executive,MBA,11,11,9,4,2,3,No,37,9,127015,Yes,Good,B202,Thirty Thousand
EMP1580,34,Female,HR,HR Executive,Diploma,11,9,6,4,3,3,No,14,4,73133,No,Good,,
EMP1581,35,Female,IT,Software Engineer,Bachelor's,8,7,3,4,3,5,No,39,7,84469,No,Check Later,999X,Thirty Thousand
EMP1582,51,Male,HR,HR Executive,Diploma,10,10,7,4,3,2,No,28,5,65753,No,Good,A101,45000
EMP1583,21,Female,Operations,Operations Executive,Bachelor's,0,0,0,4,4,3,Yes,31,4,36059,No,Good,A101,45000
EMP1584,23,Male,HR,Recruiter,MBA,1,1,1,1,3,4,No,17,3,56553,No,Pending,,
EMP1585,36,male,Marketing,Marketing Executive,Bachelor's,7,2,2,2,3,2,Yes,35,5,71498,Yes,Check Later,B202,Not Available
EMP1586,43,Female,Finance,Finance Manager,PhD,6,2,0,4,4,3,No,40,5,100464,Yes,,999X,
EMP1587,31,Female,Operations,Operations Manager,Bachelor's,6,4,3,3,4,3,Yes,22,5,59946,Yes,Good,A101,Thirty Thousand
EMP1588,32,Male,IT,Data Scientist,Master's,4,2,0,1,2,4,Yes,29,0,69707,Yes,Check Later,B202,
EMP1589,30,Male,Marketing,Marketing Executive,Bachelor's,1,1,0,3,3,2,No,10,5,29516,No,Check Later,B202,
EMP1590,52,male,HR,Recruiter,MBA,10,2,0,4,3,5,Yes,18,0,128597,No,,B202,45000
EMP1591,36,Male,HR,Recruiter,Master's,5,1,1,3,2,3,Yes,35,4,73066,Yes,Check Later,999X,Not Available
EMP1592,28,Male,Finance,Financial Analyst,Bachelor's,1,0,0,4,1,5,No,16,6,41177,No,N/A,,Thirty Thousand
EMP1593,58,Male,IT,Software Engineer,Bachelor's,34,27,25,4,3,3,No,7,0,214422,No,Check Later,,
EMP1594,32,F,IT,Data Scientist,Bachelor's,3,1,0,3,3,3,No,30,0,46194,No,N/A,999X,
EMP1595,44,male,Sales,Business Development Executive,MBA,9,7,1,4,2,2,No,19,5,106703,No,,B202,45000
EMP1596,48,Female,IT,System Administrator,Bachelor's,26,17,4,4,3,1,Yes,23,6,161364,No,,,Not Available
EMP1597,28,Male,Finance,Financial Analyst,Bachelor's,1,1,0,4,4,3,No,8,5,40636,Yes,,??,45000
EMP1598,48,Male,Customer Support,Support Executive,Master's,13,3,1,4,2,2,Yes,17,4,116776,No,,??,Thirty Thousand
EMP1599,56,male,Sales,Business Development Executive,Bachelor's,17,9,2,1,1,3,No,21,5,119635,Yes,,999X,Not Available
EMP1600,46,Female,Sales,Sales Manager,PhD,23,16,2,4,4,3,No,26,2,233251,No,,999X,Not Available
EMP1601,28,Male,HR,Recruiter,Master's,1,1,0,3,1,3,No,28,8,42030,No,,,
EMP1602,48,Male,HR,HR Executive,Master's,21,11,9,5,4,2,No,39,4,161034,No,,??,
EMP1603,48,Male,IT,Data Analyst,MBA,12,12,10,5,3,4,Yes,33,1,134018,Yes,Good,999X,45000
EMP1604,57,Female,Sales,Sales Executive,Diploma,7,4,4,4,3,5,No,40,9,68495,No,,999X,
EMP1605,56,male,HR,Recruiter,Bachelor's,3,2,0,3,2,2,No,19,9,42366,Yes,,B202,Not Available
EMP1606,47,Male,Finance,Finance Manager,Bachelor's,3,0,0,2,1,2,Yes,29,6,49668,Yes,N/A,B202,Not Available
EMP1607,37,Male,HR,HR Executive,,4,3,0,,2,5,Yes,20,,,No,,999X,Not Available
EMP1608,29,Male,Operations,Operations Manager,Master's,0,0,0,3,2,1,No,20,0,25405,No,Check Later,A101,
EMP1609,53,F,Operations,Operations Manager,MBA,16,9,8,3,3,5,No,10,2,170908,Yes,Check Later,B202,Not Available
EMP1610,40,Male,HR,Recruiter,,1,0,0,,2,1,No,12,,,No,Check Later,999X,Thirty Thousand
EMP1611,33,male,Sales,Business Development Executive,Bachelor's,7,6,4,2,3,5,No,33,4,77091,No,Pending,,Thirty Thousand
EMP1612,48,Female,Customer Support,Support Executive,PhD,6,2,0,5,3,3,Yes,25,6,99869,No,,??,45000
EMP1613,49,Female,Customer Support,Support Executive,Bachelor's,14,14,9,2,2,5,No,25,2,118029,Yes,Pending,B202,Not Available
EMP1614,33,Male,Sales,Business Development Executive,Bachelor's,9,1,0,5,1,3,No,4,3,77896,Yes,,??,Not Available
EMP1615,55,Male,Marketing,Digital Marketing Manager,Bachelor's,33,24,14,5,1,4,Yes,4,0,212265,Yes,,999X,45000
EMP1616,26,Female,Customer Support,Support Executive,MBA,3,0,0,3,1,2,No,9,2,57748,Yes,N/A,??,Not Available
EMP1617,38,male,Operations,Operations Executive,Master's,6,5,5,4,3,3,Yes,15,6,77292,No,N/A,A101,
EMP1618,25,Female,Finance,Finance Manager,Master's,1,1,0,3,3,4,Yes,26,3,45961,No,Good,??,45000
EMP1619,45,Female,Sales,Sales Executive,MBA,6,2,0,4,4,3,Yes,15,1,84378,No,Good,??,45000
EMP1620,22,Male,IT,Data Analyst,Bachelor's,0,0,0,3,3,5,No,26,4,41549,No,Pending,999X,Not Available
EMP1621,30,F,Operations,Operations Manager,,4,2,0,,3,3,No,28,,,No,Pending,,45000
EMP1622,50,female,Finance,Finance Manager,MBA,17,17,2,4,3,5,No,7,1,176659,No,Good,,
EMP1623,25,Male,Finance,Finance Manager,Bachelor's,1,1,0,3,3,3,Yes,32,10,38907,No,Pending,999X,
EMP1624,53,F,Sales,Business Development Executive,Master's,3,0,0,4,2,5,No,12,5,70040,No,,B202,Not Available
EMP1625,21,Female,Finance,Financial Analyst,MBA,0,0,0,3,2,5,No,35,9,54301,No,N/A,??,45000
EMP1626,38,Female,Sales,Sales Executive,Master's,9,6,2,3,3,3,No,32,3,92161,No,Pending,A101,Not Available
EMP1627,52,male,Customer Support,Support Executive,Master's,17,2,1,1,3,5,No,9,0,154465,Yes,Pending,,Thirty Thousand
EMP1628,31,female,HR,HR Executive,MBA,8,6,4,1,3,4,No,14,2,108810,No,,,45000
EMP1629,41,Female,Operations,Operations Manager,MBA,6,3,2,3,3,3,Yes,13,8,84758,No,Pending,,Thirty Thousand
EMP1630,46,Male,Marketing,Digital Marketing Manager,Bachelor's,5,0,0,1,3,4,No,33,9,58275,No,,B202,Thirty Thousand
EMP1631,45,Male,HR,Recruiter,Diploma,4,4,4,2,3,2,No,32,6,41078,No,N/A,B202,Thirty Thousand
EMP1632,42,M,Operations,Operations Manager,Bachelor's,2,2,2,5,3,4,No,19,5,46554,No,Pending,,Not Available
EMP1633,47,Male,Sales,Sales Manager,Master's,11,7,4,1,3,2,Yes,30,0,102598,Yes,Pending,??,Thirty Thousand
EMP1634,33,Female,Operations,Operations Manager,Bachelor's,9,5,5,4,3,2,Yes,16,8,72764,No,N/A,999X,Not Available
EMP1635,53,Female,Customer Support,Support Executive,Master's,25,17,7,3,3,3,No,12,8,191094,Yes,,??,45000
EMP1636,54,Female,Sales,Sales Manager,,19,18,8,,3,3,Yes,10,,,No,N/A,??,45000
EMP1637,55,Female,HR,HR Executive,Master's,18,14,13,3,4,5,Yes,2,5,160470,Yes,N/A,999X,
EMP1638,21,F,IT,Software Engineer,Bachelor's,0,0,0,3,3,5,No,18,6,35189,No,,,Not Available
EMP1639,41,Male,IT,Software Engineer,Master's,15,9,5,3,3,3,No,13,1,131594,No,Check Later,B202,Not Available
EMP1640,26,Male,Operations,Operations Executive,Bachelor's,3,2,0,3,4,2,No,29,9,44313,No,,,Not Available
EMP1641,48,Male,IT,Data Scientist,Bachelor's,10,9,1,4,3,4,No,24,7,93932,No,Check Later,B202,Thirty Thousand
EMP1642,37,M,Sales,Sales Manager,Bachelor's,7,5,1,2,1,3,Yes,38,7,69945,Yes,Check Later,??,Thirty Thousand
EMP1643,25,Female,Finance,Finance Manager,Master's,2,1,0,5,4,3,No,12,5,52777,No,Pending,,Not Available
EMP1644,51,Male,Sales,Sales Manager,Bachelor's,22,16,1,3,1,3,Yes,29,8,155061,Yes,,,
EMP1645,25,female,Finance,Accountant,Bachelor's,2,0,0,3,3,3,No,22,2,39637,No,N/A,,Thirty Thousand
EMP1646,58,M,HR,HR Executive,PhD,22,18,1,4,4,3,No,36,1,230847,No,Pending,B202,Thirty Thousand
EMP1647,23,female,Marketing,Marketing Executive,Master's,0,0,0,3,4,4,No,1,1,41033,No,,,
EMP1648,43,M,Finance,Financial Analyst,PhD,6,5,2,5,1,3,Yes,40,5,94093,Yes,Check Later,,
EMP1649,57,Male,IT,Data Analyst,Bachelor's,33,4,2,3,3,5,No,34,6,220319,No,Check Later,,Thirty Thousand
EMP1650,57,male,Sales,Sales Manager,Bachelor's,18,6,3,4,3,3,Yes,34,5,133978,No,Pending,A101,45000
EMP1651,30,Female,HR,HR Executive,MBA,8,2,2,2,3,3,No,33,10,97642,No,,999X,Not Available
EMP1652,30,female,IT,Data Analyst,Bachelor's,2,2,0,5,1,5,No,4,2,51644,No,N/A,,Thirty Thousand
EMP1653,39,male,HR,Recruiter,Master's,17,6,1,4,3,3,No,38,4,140226,Yes,,999X,45000
EMP1654,37,male,Marketing,Marketing Executive,Bachelor's,8,7,3,2,3,3,Yes,30,7,73000,Yes,,B202,45000
EMP1655,41,Female,Customer Support,Support Executive,Bachelor's,15,1,0,2,2,4,No,20,5,120106,Yes,,999X,Not Available
EMP1656,34,Male,Sales,Business Development Executive,Diploma,12,8,1,3,3,3,No,26,1,80278,No,,A101,45000
EMP1657,29,Female,Operations,Operations Manager,Bachelor's,1,0,0,5,3,4,Yes,15,6,40950,No,,??,45000
EMP1658,21,F,Sales,Sales Manager,Diploma,0,0,0,3,4,3,No,7,7,29500,No,Good,999X,45000
EMP1659,33,F,Marketing,SEO Specialist,Diploma,8,7,1,3,4,4,Yes,7,3,65015,Yes,N/A,??,
EMP1660,24,Male,Sales,Business Development Executive,PhD,1,1,0,1,3,2,No,29,0,51752,No,N/A,999X,Thirty Thousand
EMP1661,21,Male,Operations,Operations Manager,Bachelor's,0,0,0,3,4,3,No,23,1,31706,No,,B202,Thirty Thousand
EMP1662,60,Male,Finance,Financial Analyst,Master's,24,5,4,4,4,5,No,34,3,200642,No,Good,999X,Thirty Thousand
EMP1663,52,male,HR,Recruiter,MBA,18,8,0,5,2,4,No,20,6,182260,No,N/A,999X,
EMP1664,54,female,Operations,Operations Executive,Master's,14,3,1,3,2,2,Yes,15,1,124625,No,,999X,
EMP1665,48,Male,IT,Software Engineer,Bachelor's,15,10,7,5,3,3,Yes,33,5,117601,Yes,,B202,Not Available
EMP1666,51,Female,Marketing,SEO Specialist,Master's,26,10,8,3,3,3,No,17,1,203383,No,,B202,Thirty Thousand
EMP1667,28,female,Finance,Financial Analyst,Master's,1,0,0,1,3,4,No,20,6,46857,No,Check Later,B202,
EMP1668,59,male,IT,Data Scientist,Master's,3,0,0,3,3,4,Yes,13,1,65165,No,Check Later,??,45000
EMP1669,46,Female,IT,Data Scientist,Master's,18,16,15,4,3,4,No,24,2,150553,No,Good,??,
EMP1670,54,Female,Marketing,Digital Marketing Manager,PhD,18,6,3,5,3,3,No,37,8,198173,No,Check Later,B202,45000
EMP1671,23,Female,Finance,Finance Manager,Master's,0,0,0,5,2,4,Yes,7,3,37787,No,,??,
EMP1672,32,Male,Customer Support,Support Executive,Bachelor's,4,2,0,2,4,3,No,8,4,53886,No,,B202,
EMP1673,21,Female,IT,System Administrator,Master's,0,0,0,2,3,2,Yes,23,8,31981,Yes,Good,B202,Thirty Thousand
EMP1674,25,Female,IT,Data Analyst,Diploma,2,2,1,2,4,3,No,14,6,38566,No,,999X,Not Available
EMP1675,50,M,Finance,Finance Manager,MBA,14,8,7,5,2,5,Yes,4,7,154877,Yes,,,45000
EMP1676,50,Female,Sales,Business Development Executive,Diploma,13,13,10,5,4,4,No,21,10,85767,Yes,,B202,45000
